Cluster_ID	Cluster_Size	Phylum	Class	Order	Family	Genus	OUT_ID	primary_lifestyle	Fruitbody_type_template
c613	58	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	Rhizophagus	arbuscular_mycorrhizal	none
c23	2079	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae	Pseudeurotium	Pseudeurotium	dung_saprotroph	cleistothecium_(closed,_spherical)
c116	489	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Apodus	Apodus_deciduus	dung_saprotroph	perithecium_(hymenium_hidden,_narrow_opening)
c249	273	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae	Pseudeurotium	Pseudeurotium	dung_saprotroph	cleistothecium_(closed,_spherical)
c315	155	Ascomycota	Leotiomycetes	Thelebolales	Thelebolaceae	Thelebolus	Thelebolus_globosus.ellipsoideus.stercoreus	dung_saprotroph	cleistothecium_(closed,_spherical)
c318	146	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae	Pseudeurotium	Pseudeurotium	dung_saprotroph	cleistothecium_(closed,_spherical)
c334	143	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	Preussia_flanaganii	dung_saprotroph	cleistothecium_(closed,_spherical)
c501	93	Ascomycota	Sordariomycetes	Sordariales	Podosporaceae	Podospora	Podospora_appendiculata	dung_saprotroph	perithecium_(hymenium_hidden,_narrow_opening)
c545	58	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Schizothecium	Schizothecium_glutinans	dung_saprotroph	perithecium_(hymenium_hidden,_narrow_opening)
c567	71	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	Preussia_tetramera	dung_saprotroph	cleistothecium_(closed,_spherical)
c608	48	Ascomycota	Sordariomycetes	Sordariales	Podosporaceae	Podospora	Podospora_tetraspora_coll.	dung_saprotroph	perithecium_(hymenium_hidden,_narrow_opening)
c944	29	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae	Leuconeurospora	Leuconeurospora	dung_saprotroph	cleistothecium_(closed,_spherical)
c947	36	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Wardomyces	Wardomyces	dung_saprotroph	perithecium_(hymenium_hidden,_narrow_opening)
c1001	21	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	Preussia	dung_saprotroph	cleistothecium_(closed,_spherical)
c10	2985	Basidiomycota	Agaricomycetes	Boletales	Suillaceae	Suillus	Suillus_variegatus	ectomycorrhizal	agaricoid
c17	2020	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	Inocybe_nitidiuscula	ectomycorrhizal	agaricoid
c21	1416	Basidiomycota	Agaricomycetes	Boletales	Paxillaceae	Paxillus	Paxillus_involutus	ectomycorrhizal	agaricoid
c26	2057	Ascomycota	Dothideomycetes	Gloniales	Gloniaceae	Cenococcum	Cenococcum_geophilum	ectomycorrhizal	None
c32	993	Basidiomycota	Agaricomycetes	Boletales	Rhizopogonaceae	Rhizopogon	Rhizopogon_mohelnensis	ectomycorrhizal	gasteroid
c35	941	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius	ectomycorrhizal	agaricoid
c36	967	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	Inocybe_subbrunnea	ectomycorrhizal	agaricoid
c37	998	Basidiomycota	Agaricomycetes	Atheliales	Atheliaceae	Tylospora	Tylospora_fibrillosa	ectomycorrhizal	corticioid
c44	727	Basidiomycota	Agaricomycetes	Boletales	Rhizopogonaceae	Rhizopogon	Rhizopogon	ectomycorrhizal	gasteroid
c46	813	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius_aff._obtusus	ectomycorrhizal	agaricoid
c50	773	Basidiomycota	Agaricomycetes	Atheliales	Atheliaceae	Amphinema	Amphinema	ectomycorrhizal	corticioid
c51	791	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	Russula_queletii	ectomycorrhizal	agaricoid
c58	818	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius	ectomycorrhizal	agaricoid
c59	836	Basidiomycota	Agaricomycetes	Cantharellales	Hydnaceae	Hydnum	Hydnum	ectomycorrhizal	agaricoid
c64	873	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	Inocybe_geophylla_coll.	ectomycorrhizal	agaricoid
c66	891	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius	ectomycorrhizal	agaricoid
c67	778	Basidiomycota	Agaricomycetes	Atheliales	Atheliaceae	Piloderma	Piloderma_byssinum	ectomycorrhizal	corticioid
c68	683	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Polyozellus	Polyozellus_griseopergamaceus	ectomycorrhizal	clavarioid
c70	1014	Basidiomycota	Agaricomycetes	Atheliales	Atheliaceae	Amphinema	Amphinema_byssoides	ectomycorrhizal	corticioid
c80	518	Basidiomycota	Agaricomycetes	Boletales	Boletaceae	Leccinum	Leccinum_scabrum.rotundifoliae	ectomycorrhizal	agaricoid
c84	569	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	Inocybe_geophylla_coll.	ectomycorrhizal	agaricoid
c88	616	Basidiomycota	Agaricomycetes	Atheliales	Atheliaceae	Piloderma	Piloderma	ectomycorrhizal	corticioid
c95	448	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Thelephora	Thelephora_terrestris	ectomycorrhizal	clavarioid
c100	516	Basidiomycota	Agaricomycetes	Atheliales	Atheliaceae	Piloderma	Piloderma_sphaerosporum	ectomycorrhizal	corticioid
c107	466	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	Tomentella	ectomycorrhizal	corticioid
c110	460	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	Inocybe_geophylla	ectomycorrhizal	agaricoid
c111	563	Basidiomycota	Agaricomycetes	Atheliales	Atheliaceae	Piloderma	Piloderma	ectomycorrhizal	corticioid
c112	319	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	Russula_vinosa	ectomycorrhizal	agaricoid
c114	419	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	Russula_nauseosa	ectomycorrhizal	agaricoid
c115	476	Basidiomycota	Agaricomycetes	Hysterangiales	Hysterangiaceae	Hysterangium	Hysterangium	ectomycorrhizal	gasteroid-hypogeous
c122	459	Basidiomycota	Agaricomycetes	Atheliales	Atheliaceae	Piloderma	Piloderma	ectomycorrhizal	corticioid
c125	497	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Trichophaea	Trichophaea	ectomycorrhizal	apothecium_(hymenium_on_surface)
c126	380	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentellopsis	Tomentellopsis	ectomycorrhizal	corticioid
c128	493	Basidiomycota	Agaricomycetes	Atheliales	Atheliaceae	Amphinema	Amphinema_byssoides	ectomycorrhizal	corticioid
c131	311	Basidiomycota	Agaricomycetes	Boletales	Suillaceae	Suillus	Suillus_luteus	ectomycorrhizal	agaricoid
c135	439	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius	ectomycorrhizal	agaricoid
c143	315	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius_aff._acutus	ectomycorrhizal	agaricoid
c149	293	Basidiomycota	Agaricomycetes	Sebacinales	Sebacinaceae	Sebacina	Sebacina_epigaea	ectomycorrhizal	corticioid
c158	261	Basidiomycota	Agaricomycetes	Cantharellales	Clavulinaceae	Clavulina	Clavulina	ectomycorrhizal	clavarioid
c159	321	Basidiomycota	Agaricomycetes	Atheliales	Atheliaceae	Tylospora	Tylospora_asterophora	ectomycorrhizal	corticioid
c167	251	Basidiomycota	Agaricomycetes	Sebacinales	Sebacinaceae	Sebacina	Sebacina	ectomycorrhizal	corticioid
c168	314	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Pseudotomentella	Pseudotomentella_alobata	ectomycorrhizal	corticioid
c172	276	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius_aff._malicorius.semisanguineus	ectomycorrhizal	agaricoid
c174	244	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	Russula_acrifolia	ectomycorrhizal	agaricoid
c175	267	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita_magnivolvata.brunneofuliginea.glarea	ectomycorrhizal	agaricoid
c181	310	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	Russula_chloroides_coll.	ectomycorrhizal	agaricoid
c184	246	Basidiomycota	Agaricomycetes	Atheliales	Atheliaceae	Piloderma	Piloderma	ectomycorrhizal	corticioid
c202	204	Basidiomycota	Agaricomycetes	Sebacinales	Sebacinaceae	Sebacina	Sebacina	ectomycorrhizal	corticioid
c204	217	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentellopsis	Tomentellopsis	ectomycorrhizal	corticioid
c205	196	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius	ectomycorrhizal	agaricoid
c210	220	Basidiomycota	Agaricomycetes	Atheliales	Atheliaceae	Amphinema	Amphinema	ectomycorrhizal	corticioid
c213	165	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Lactarius	Lactarius	ectomycorrhizal	agaricoid
c214	216	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	Tomentella	ectomycorrhizal	corticioid
c216	182	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Lactarius	Lactarius	ectomycorrhizal	agaricoid
c219	166	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Tricholoma	Tricholoma	ectomycorrhizal	agaricoid
c221	138	Basidiomycota	Agaricomycetes	Cantharellales	Clavulinaceae	Clavulina	Clavulina	ectomycorrhizal	clavarioid
c225	297	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius_uraceus	ectomycorrhizal	agaricoid
c227	181	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius_delibutus	ectomycorrhizal	agaricoid
c234	177	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius_aff._mucifluus.stillatitius	ectomycorrhizal	agaricoid
c236	143	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	Tomentella	ectomycorrhizal	corticioid
c239	210	Basidiomycota	Agaricomycetes	Sebacinales	Sebacinaceae	Sebacina	Sebacina	ectomycorrhizal	corticioid
c241	197	Basidiomycota	Agaricomycetes	Atheliales	Atheliaceae	Amphinema	Amphinema	ectomycorrhizal	corticioid
c244	177	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius	ectomycorrhizal	agaricoid
c245	150	Basidiomycota	Agaricomycetes	Atheliales	Atheliaceae	Piloderma	Piloderma	ectomycorrhizal	corticioid
c255	123	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	Russula	ectomycorrhizal	agaricoid
c260	152	Basidiomycota	Agaricomycetes	Agaricales	Hymenogastraceae	Hymenogaster	Hymenogaster_griseus	ectomycorrhizal	gasteroid-hypogeous
c267	154	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	Tomentella	ectomycorrhizal	corticioid
c272	154	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	Tomentella	ectomycorrhizal	corticioid
c276	134	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	Tomentella_subclavigera	ectomycorrhizal	corticioid
c286	139	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	Tomentella	ectomycorrhizal	corticioid
c290	138	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	Tomentella	ectomycorrhizal	corticioid
c291	114	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius_coleoptera	ectomycorrhizal	agaricoid
c292	168	Basidiomycota	Agaricomycetes	Sebacinales	Sebacinaceae	Sebacina	Sebacina	ectomycorrhizal	corticioid
c298	152	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	Inocybe_rufoalba	ectomycorrhizal	agaricoid
c299	128	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Wilcoxina	Wilcoxina_rehmii	ectomycorrhizal	apothecium_(hymenium_on_surface)
c304	154	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	Inocybe_sindonia	ectomycorrhizal	agaricoid
c305	137	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	Tomentella	ectomycorrhizal	corticioid
c306	130	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	Tomentella	ectomycorrhizal	corticioid
c320	180	Basidiomycota	Agaricomycetes	Agaricales	Hymenogastraceae	Hebeloma	Hebeloma	ectomycorrhizal	agaricoid
c324	93	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	Russula_decolorans	ectomycorrhizal	agaricoid
c325	96	Basidiomycota	Agaricomycetes	Boletales	Rhizopogonaceae	Rhizopogon	Rhizopogon_evadens.roseolus	ectomycorrhizal	gasteroid
c328	97	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	Tomentella	ectomycorrhizal	corticioid
c329	117	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	Tomentella_coerulea	ectomycorrhizal	corticioid
c344	107	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius	ectomycorrhizal	agaricoid
c345	110	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	Tomentella	ectomycorrhizal	corticioid
c346	92	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	Inocybe	ectomycorrhizal	agaricoid
c349	130	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	Inocybe_bufonia	ectomycorrhizal	agaricoid
c353	96	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Trichophaea	Trichophaea	ectomycorrhizal	apothecium_(hymenium_on_surface)
c356	101	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	Tomentella	ectomycorrhizal	corticioid
c371	121	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Otidea	Otidea_leporina	ectomycorrhizal	apothecium_(hymenium_on_surface)
c374	107	Basidiomycota	Agaricomycetes	Cantharellales	Clavulinaceae	Membranomyces	Membranomyces	ectomycorrhizal	corticioid
c378	96	Basidiomycota	Agaricomycetes	Atheliales	Atheliaceae	Amphinema	Amphinema	ectomycorrhizal	corticioid
c386	80	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrophorus	Hygrophorus_discoideus	ectomycorrhizal	agaricoid
c389	81	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius	ectomycorrhizal	agaricoid
c395	98	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Trichophaea	Trichophaea	ectomycorrhizal	apothecium_(hymenium_on_surface)
c398	72	Basidiomycota	Agaricomycetes	Atheliales	Atheliaceae	Piloderma	Piloderma	ectomycorrhizal	corticioid
c400	82	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	Tomentella	ectomycorrhizal	corticioid
c407	83	Basidiomycota	Agaricomycetes	Sebacinales	Sebacinaceae	Sebacina	Sebacina	ectomycorrhizal	corticioid
c414	71	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Polyozellus	Polyozellus_tristis	ectomycorrhizal	clavarioid
c423	93	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	Inocybe_cincinnata	ectomycorrhizal	agaricoid
c424	111	Basidiomycota	Agaricomycetes	Gomphales	Gomphaceae	Gautieria	Gautieria_	ectomycorrhizal	gasteroid-hypogeous
c430	62	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	Tomentella	ectomycorrhizal	corticioid
c431	68	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	Russula_odorata.versicolor	ectomycorrhizal	agaricoid
c437	99	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	Inocybe_pseudodestricta	ectomycorrhizal	agaricoid
c448	55	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	Tomentella	ectomycorrhizal	corticioid
c449	51	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Tricholoma	Tricholoma_vaccinum	ectomycorrhizal	agaricoid
c453	77	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius	ectomycorrhizal	agaricoid
c455	73	Basidiomycota	Agaricomycetes	Atheliales	Atheliaceae	Amphinema	Amphinema	ectomycorrhizal	corticioid
c457	51	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	Inocybe	ectomycorrhizal	agaricoid
c468	77	Basidiomycota	Agaricomycetes	Atheliales	Atheliaceae	Amphinema	Amphinema	ectomycorrhizal	corticioid
c469	87	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Pseudotomentella	Pseudotomentella	ectomycorrhizal	corticioid
c471	58	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	Russula	ectomycorrhizal	agaricoid
c473	78	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrophorus	Hygrophorus_agathosmus	ectomycorrhizal	agaricoid
c474	49	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Pseudotomentella	Pseudotomentella	ectomycorrhizal	corticioid
c475	49	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	Russula	ectomycorrhizal	agaricoid
c476	50	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Lactarius	Lactarius_mammosus	ectomycorrhizal	agaricoid
c477	56	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	Tomentella_pilosa	ectomycorrhizal	corticioid
c478	67	Basidiomycota	Agaricomycetes	Sebacinales	Sebacinaceae	Sebacina	Sebacina	ectomycorrhizal	corticioid
c480	45	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Pseudotomentella	Pseudotomentella_mucidula	ectomycorrhizal	corticioid
c483	76	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius_glaucopus_coll.	ectomycorrhizal	agaricoid
c492	56	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius_armillatus	ectomycorrhizal	agaricoid
c493	58	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Lactarius	Lactarius_badiosanguineus	ectomycorrhizal	agaricoid
c500	65	Basidiomycota	Agaricomycetes	Atheliales	Atheliaceae	Amphinema	Amphinema	ectomycorrhizal	corticioid
c505	73	Basidiomycota	Agaricomycetes	Agaricales	Hymenogastraceae	Hymenogaster	Hymenogaster	ectomycorrhizal	gasteroid-hypogeous
c509	50	Basidiomycota	Agaricomycetes	Sebacinales	Sebacinaceae	Sebacina	Sebacina	ectomycorrhizal	corticioid
c538	41	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius	ectomycorrhizal	agaricoid
c540	61	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	Inocybe_subnudipes	ectomycorrhizal	agaricoid
c544	52	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius_ferrugineovelatus	ectomycorrhizal	agaricoid
c557	78	Basidiomycota	Agaricomycetes	Sebacinales	Sebacinaceae	Sebacina	Sebacina	ectomycorrhizal	corticioid
c568	66	Ascomycota	Dothideomycetes	Gloniales	Gloniaceae	Cenococcum	Cenococcum_geophilum	ectomycorrhizal	None
c597	54	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius_sulphurinus	ectomycorrhizal	agaricoid
c604	40	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	Inocybe_proximella	ectomycorrhizal	agaricoid
c616	31	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius	ectomycorrhizal	agaricoid
c626	59	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius	ectomycorrhizal	agaricoid
c630	35	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	Russula	ectomycorrhizal	agaricoid
c634	24	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	Inocybe	ectomycorrhizal	agaricoid
c637	30	Basidiomycota	Agaricomycetes	Atheliales	Atheliaceae	Piloderma	Piloderma_bicolor	ectomycorrhizal	corticioid
c639	39	Basidiomycota	Agaricomycetes	Atheliales	Atheliaceae	Piloderma	Piloderma_olivaceum	ectomycorrhizal	corticioid
c640	35	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius	ectomycorrhizal	agaricoid
c641	39	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Wilcoxina	Wilcoxina	ectomycorrhizal	apothecium_(hymenium_on_surface)
c642	34	Basidiomycota	Agaricomycetes	Sebacinales	Sebacinaceae	Sebacina	Sebacina	ectomycorrhizal	corticioid
c643	45	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius	ectomycorrhizal	agaricoid
c646	30	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	Inocybe_alberichiana	ectomycorrhizal	agaricoid
c649	39	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius	ectomycorrhizal	agaricoid
c663	25	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Thaxterogaster	Thaxterogaster_multiformis	ectomycorrhizal	gasteroid-hypogeous
c669	25	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius	ectomycorrhizal	agaricoid
c671	48	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	Tomentella	ectomycorrhizal	corticioid
c679	35	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius_aff._acutus	ectomycorrhizal	agaricoid
c706	37	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	Tomentella	ectomycorrhizal	corticioid
c707	43	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius_fulvescens_coll.	ectomycorrhizal	agaricoid
c710	26	Basidiomycota	Agaricomycetes	Sebacinales	Sebacinaceae	Sebacina	Sebacina	ectomycorrhizal	corticioid
c711	27	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Pseudotomentella	Pseudotomentella	ectomycorrhizal	corticioid
c715	22	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius	ectomycorrhizal	agaricoid
c721	48	Basidiomycota	Agaricomycetes	Atheliales	Atheliaceae	Piloderma	Piloderma	ectomycorrhizal	corticioid
c725	42	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	Inocybe	ectomycorrhizal	agaricoid
c735	29	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	Inocybe	ectomycorrhizal	agaricoid
c738	29	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	Inocybe_rimosa	ectomycorrhizal	agaricoid
c750	43	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	Russula_queletii	ectomycorrhizal	agaricoid
c760	22	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius_aff._barlowensis	ectomycorrhizal	agaricoid
c761	30	Basidiomycota	Agaricomycetes	Gomphales	Gomphaceae	Gautieria	Gautieria_monticola	ectomycorrhizal	gasteroid-hypogeous
c771	48	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Tricholoma	Tricholoma_stiparophyllum	ectomycorrhizal	agaricoid
c776	28	Basidiomycota	Agaricomycetes	Atheliales	Atheliaceae	Piloderma	Piloderma_lanatum	ectomycorrhizal	corticioid
c779	49	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	Tomentella	ectomycorrhizal	corticioid
c785	23	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	Tomentella	ectomycorrhizal	corticioid
c788	36	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	Tomentella	ectomycorrhizal	corticioid
c797	17	Basidiomycota	Agaricomycetes	Sebacinales	Sebacinaceae	Sebacina	Sebacina	ectomycorrhizal	corticioid
c801	29	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	Inocybe_fuscidula	ectomycorrhizal	agaricoid
c802	20	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius_acutus	ectomycorrhizal	agaricoid
c823	31	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	Russula_firmula	ectomycorrhizal	agaricoid
c840	23	Ascomycota	Pezizomycetes	Pezizales	Tarzettaceae	Tarzetta	Tarzetta_catinus	ectomycorrhizal	apothecium_(hymenium_on_surface)
c842	21	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Lactarius	Lactarius_vietus	ectomycorrhizal	agaricoid
c849	28	Basidiomycota	Agaricomycetes	Sebacinales	Sebacinaceae	Sebacina	Sebacina	ectomycorrhizal	corticioid
c851	29	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Pseudotomentella	Pseudotomentella	ectomycorrhizal	corticioid
c853	17	Basidiomycota	Agaricomycetes	Cantharellales	Hydnaceae	Hydnum	Hydnum_melitosarx.rufescens	ectomycorrhizal	agaricoid
c855	47	Basidiomycota	Agaricomycetes	Sebacinales	Sebacinaceae	Sebacina	Sebacina	ectomycorrhizal	corticioid
c859	21	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius	ectomycorrhizal	agaricoid
c870	20	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Trichophaea	Trichophaea	ectomycorrhizal	apothecium_(hymenium_on_surface)
c871	25	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius	ectomycorrhizal	agaricoid
c877	16	Basidiomycota	Agaricomycetes	Boletales	Rhizopogonaceae	Rhizopogon	Rhizopogon_luteolus	ectomycorrhizal	gasteroid
c897	26	Basidiomycota	Agaricomycetes	Atheliales	Atheliaceae	Amphinema	Amphinema	ectomycorrhizal	corticioid
c900	24	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius_colymbadinus	ectomycorrhizal	agaricoid
c902	17	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentellopsis	Tomentellopsis	ectomycorrhizal	corticioid
c906	25	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	Russula	ectomycorrhizal	agaricoid
c907	26	Basidiomycota	Agaricomycetes	Sebacinales	Sebacinaceae	Sebacina	Sebacina	ectomycorrhizal	corticioid
c918	26	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	Tomentella_lapida	ectomycorrhizal	corticioid
c922	12	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Lactarius	Lactarius_rufus	ectomycorrhizal	agaricoid
